population,men,women,white,black,hispanic,asian,native,average_income,poverty,employed,unemployed,winning_party
40531.0,48.12,51.88,56.3,29.3,11.4,1.2,0.1,38728.0,27.8,41.78,3.9,2
27160.0,46.78,53.22,60.5,25.4,11.6,0.9,0.0,35750.0,24.4,38.93,10.3,2
11173.0,47.19,52.81,95.0,1.0,1.5,0.2,0.3,41182.0,14.7,35.4,6.8,2
6752.0,50.27,49.73,68.0,29.6,2.1,0.0,0.0,39375.0,21.0,39.44,5.6,2
69433.0,48.02,51.98,57.3,35.1,3.7,1.9,0.0,43597.0,21.3,42.67,8.9,2
8036.0,48.99,51.01,54.7,39.5,4.6,0.4,0.2,42622.0,27.9,39.71,6.5,2
8323.0,49.27,50.73,54.9,42.6,0.4,0.1,0.0,30629.0,27.3,31.13,6.3,2
22262.0,48.76,51.24,94.2,0.8,3.1,0.7,0.4,42767.0,12.8,35.93,5.5,2
26241.0,47.89,52.11,67.6,28.5,2.3,0.5,0.3,35375.0,22.7,37.95,11.2,2
68609.0,49.43,50.57,91.4,4.3,2.0,0.6,0.1,43581.0,17.2,42.01,7.0,2
88695.0,48.62,51.38,75.9,16.5,4.0,1.2,0.2,55876.0,12.8,44.31,6.9,2
35688.0,50.16,49.84,63.8,29.5,4.0,1.1,0.4,36962.0,24.8,37.01,4.6,2
5410.0,46.84,53.16,37.2,60.6,0.6,1.0,0.0,32860.0,26.8,38.89,8.2,2
5410.0,46.84,53.16,37.2,60.6,0.6,1.0,0.0,32860.0,26.8,38.89,8.2,1
20506.0,50.44,49.56,43.2,52.9,2.3,0.6,0.0,38097.0,27.1,37.21,9.3,2
20506.0,50.44,49.56,43.2,52.9,2.3,0.6,0.0,38097.0,27.1,37.21,9.3,1
29833.0,50.97,49.03,71.2,19.5,6.2,0.5,0.1,41534.0,21.3,34.87,9.5,2
2627.0,50.59,49.41,48.4,48.8,2.1,0.0,0.1,36658.0,19.5,42.48,4.0,2
7952.0,64.54,35.46,56.1,41.7,1.6,0.0,0.3,28490.0,29.3,23.2,9.1,2
28509.0,48.45,51.55,92.5,2.1,3.1,0.5,0.1,43944.0,17.7,41.4,4.3,2
103963.0,49.6,50.4,59.5,3.9,34.2,1.4,0.1,43871.0,19.2,44.69,8.0,2
8896.0,58.99,41.01,58.5,35.3,4.3,0.0,0.3,35457.0,21.8,26.89,7.6,2
9905.0,47.95,52.05,51.1,42.5,4.6,0.8,0.0,34234.0,26.5,39.03,7.5,2
9147.0,47.94,52.06,56.8,38.2,2.7,0.0,0.1,38711.0,23.3,35.25,8.8,2
20809.0,48.88,51.12,67.4,28.2,2.0,0.3,0.5,40369.0,21.5,39.18,9.7,2
196325.0,49.75,50.25,30.3,0.6,12.5,21.5,0.2,56395.0,17.4,43.28,6.8,2
196325.0,49.75,50.25,30.3,0.6,12.5,21.5,0.2,56395.0,17.4,43.28,6.8,1
990060.0,50.4,49.6,18.7,2.2,9.6,41.8,0.1,80078.0,9.1,47.19,4.5,2
990060.0,50.4,49.6,18.7,2.2,9.6,41.8,0.1,80078.0,9.1,47.19,4.5,1
71093.0,49.71,50.29,29.6,0.7,10.8,32.9,0.3,72330.0,9.1,50.33,4.4,2
71093.0,49.71,50.29,29.6,0.7,10.8,32.9,0.3,72330.0,9.1,50.33,4.4,1
164094.0,49.93,50.07,30.5,0.5,11.0,28.5,0.1,72762.0,10.0,51.06,4.9,2
164094.0,49.93,50.07,30.5,0.5,11.0,28.5,0.1,72762.0,10.0,51.06,4.9,1
435117.0,50.1,49.9,85.2,1.2,7.9,2.6,0.4,60151.0,11.8,49.41,4.3,2
3946.0,51.22,48.78,92.7,0.3,3.3,0.0,1.2,42727.0,13.8,39.0,8.7,2
84113.0,49.77,50.23,84.5,0.6,8.3,1.2,2.7,47390.0,17.6,43.98,6.3,2
5942.0,49.28,50.72,93.7,0.8,4.1,0.7,0.2,50603.0,14.5,42.46,3.7,2
9050.0,50.48,49.52,84.7,0.2,3.4,1.0,8.1,43472.0,15.8,38.12,9.6,2
45369.0,50.1,49.9,74.0,0.3,17.9,0.9,4.9,51307.0,13.1,42.8,5.2,2
21583.0,51.15,48.85,76.5,0.3,21.0,1.0,0.0,58835.0,14.8,55.39,3.7,2
21583.0,51.15,48.85,76.5,0.3,21.0,1.0,0.0,58835.0,14.8,55.39,3.7,1
6968.0,52.78,47.22,91.8,0.2,4.1,0.7,1.0,49964.0,11.3,39.45,6.0,2
41855.0,50.13,49.87,93.6,0.1,2.9,0.7,0.6,45607.0,14.0,41.09,4.4,2
110404.0,49.89,50.11,83.6,0.5,12.7,0.8,0.3,54150.0,11.9,44.14,3.8,2
11323.0,49.94,50.06,90.9,0.2,4.6,0.5,1.3,39512.0,18.3,35.71,3.8,2
2613.0,51.66,48.34,94.6,2.5,2.5,0.0,0.0,43207.0,16.2,37.31,6.7,2
886.0,50.0,50.0,90.4,0.0,9.3,0.0,0.0,36667.0,22.3,44.47,4.4,2
207027.0,49.5,50.5,70.9,0.4,24.9,0.8,0.7,46426.0,17.1,42.53,7.3,2
6862.0,50.76,49.24,93.5,0.0,5.4,0.0,0.1,58750.0,9.4,43.24,2.7,2
23472.0,50.98,49.02,70.4,0.1,27.0,0.6,0.9,48162.0,14.7,42.13,4.3,2
1055.0,53.65,46.35,51.4,0.2,42.0,0.0,5.7,31927.0,24.2,41.71,5.0,2
8533.0,55.57,44.43,91.0,0.2,3.9,0.5,2.1,41122.0,13.9,32.77,6.2,2
4141.0,52.26,47.74,92.2,0.0,4.0,0.0,1.1,37976.0,18.9,41.58,4.7,2
26232.0,52.04,47.96,73.3,2.9,16.4,3.1,1.4,45154.0,14.9,37.1,7.3,2
13120.0,50.96,49.04,91.3,0.3,6.7,0.0,0.6,51583.0,12.2,43.29,2.4,2
12889.0,51.87,48.13,85.1,0.2,12.5,0.1,0.3,51806.0,11.9,40.2,5.9,2
16850.0,49.44,50.56,88.0,0.0,8.3,0.7,0.9,42888.0,20.7,38.29,6.0,2
15110.0,51.2,48.8,68.1,0.1,28.8,0.5,1.1,42626.0,15.9,45.57,5.5,2
16275.0,52.28,47.72,91.3,0.1,3.2,0.3,2.9,40299.0,13.5,38.84,5.4,2
27410.0,50.75,49.25,87.1,0.1,10.4,0.3,0.3,58055.0,9.5,43.41,4.6,2
23039.0,50.43,49.57,63.1,0.1,34.5,0.4,0.3,46421.0,16.3,44.25,4.6,2
150128.0,49.4,50.6,91.0,0.4,4.4,0.7,1.3,53189.0,12.6,45.08,6.1,2
38697.0,51.2,48.8,89.4,0.7,4.2,2.6,0.8,43310.0,22.5,49.4,7.2,2
38697.0,51.2,48.8,89.4,0.7,4.2,2.6,0.8,43310.0,22.5,49.4,7.2,1
7755.0,50.37,49.63,93.3,0.2,3.2,0.2,0.6,36031.0,17.1,40.09,4.4,2
3824.0,50.16,49.84,85.6,0.1,4.3,0.8,6.8,40313.0,15.3,39.85,5.9,2
5296.0,51.64,48.36,67.3,0.0,29.8,0.2,0.5,46383.0,11.5,44.92,3.1,2
38241.0,50.4,49.6,89.0,0.6,7.1,1.1,0.0,33620.0,31.8,44.65,9.2,2
20448.0,50.39,49.61,63.1,0.2,34.4,0.4,0.5,48021.0,17.9,44.98,3.9,2
40014.0,49.51,50.49,87.2,0.4,3.7,0.9,5.4,51804.0,14.4,47.43,4.2,2
4284.0,49.86,50.14,93.7,0.1,4.2,0.0,0.4,43491.0,12.6,39.52,5.4,2
11384.0,51.1,48.9,68.2,0.1,26.6,0.2,3.1,36092.0,23.3,41.17,6.2,2
22839.0,50.14,49.86,78.8,0.4,17.0,0.6,0.6,48447.0,15.5,42.38,6.1,2
7667.0,51.53,48.47,62.5,0.3,32.9,0.0,3.4,47602.0,11.6,39.04,10.2,2
12490.0,50.0,50.0,91.8,0.3,3.4,0.5,2.2,39835.0,17.4,39.79,8.9,2
10776.0,52.82,47.18,81.1,0.2,17.0,0.1,0.2,55986.0,8.3,52.03,6.2,2
10776.0,52.82,47.18,81.1,0.2,17.0,0.1,0.2,55986.0,8.3,52.03,6.2,1
82248.0,49.19,50.81,80.2,0.6,15.6,1.6,0.8,49118.0,14.4,47.26,4.3,2
10104.0,50.95,49.05,94.7,0.1,4.4,0.1,0.2,54015.0,10.4,42.0,4.3,2
9996.0,49.42,50.58,78.7,0.0,17.2,1.0,0.8,37521.0,15.7,36.94,9.3,2
66787.0,48.96,51.04,92.0,3.9,1.5,0.8,0.2,48454.0,13.1,48.28,5.5,2
6776.0,48.08,51.92,61.8,34.6,1.0,0.2,0.6,31014.0,33.4,31.94,8.2,2
17034.0,51.47,48.53,87.8,6.1,3.5,1.2,0.2,54393.0,15.7,43.93,5.1,2
53638.0,49.88,50.12,74.0,2.1,21.0,1.2,0.3,62701.0,10.6,46.72,8.1,2
6791.0,64.2,35.8,73.6,21.3,3.6,0.6,0.0,56289.0,11.6,35.61,4.7,2
33619.0,49.1,50.9,88.4,0.8,8.8,0.8,0.1,54271.0,12.6,48.37,5.7,2
4897.0,50.09,49.91,96.7,0.3,1.1,0.9,0.1,53641.0,12.8,44.23,3.7,2
14704.0,49.56,50.44,93.4,1.2,3.6,0.7,0.1,50555.0,11.3,46.01,5.8,2
12880.0,50.69,49.31,76.2,3.9,18.8,0.3,0.0,50156.0,13.1,47.76,6.9,2
207946.0,49.94,50.06,68.3,13.0,5.7,10.3,0.1,49586.0,21.4,49.58,5.2,2
207946.0,49.94,50.06,68.3,13.0,5.7,10.3,0.1,49586.0,21.4,49.58,5.2,1
33562.0,50.77,49.23,95.2,1.6,1.6,0.6,0.3,50668.0,12.8,44.65,4.6,2
15924.0,49.15,50.85,96.7,0.3,1.5,0.4,0.1,52068.0,14.3,48.2,6.5,2
13393.0,49.29,50.71,96.4,0.7,1.4,0.7,0.1,47427.0,14.0,47.4,5.0,2
37640.0,51.94,48.06,91.6,3.5,3.1,0.6,0.3,64543.0,9.0,49.73,3.9,2
52540.0,48.33,51.67,91.0,3.8,2.4,1.2,0.2,41907.0,21.0,47.06,7.3,2
5238541.0,48.5,51.5,42.7,23.4,25.1,6.9,0.1,59426.0,15.9,48.13,8.7,2
5238541.0,48.5,51.5,42.7,23.4,25.1,6.9,0.1,59426.0,15.9,48.13,8.7,1
32684.0,51.14,48.86,92.36,2.78,2.94,0.44,0.22,98319.0,13.47,43.69,6.36,2
10899.0,50.03,49.97,96.7,0.1,1.1,0.3,0.2,50680.0,14.3,47.11,5.0,2
104473.0,49.52,50.48,77.6,7.1,10.8,2.4,0.0,58343.0,18.1,50.26,8.6,2
104473.0,49.52,50.48,77.6,7.1,10.8,2.4,0.0,58343.0,18.1,50.26,8.6,1
16176.0,49.98,50.02,89.1,0.4,2.6,0.1,0.2,55411.0,13.3,50.15,6.6,2
19830.0,49.32,50.68,90.5,0.3,7.2,0.7,0.3,52261.0,12.1,46.08,5.4,2
931826.0,49.08,50.92,67.9,4.6,14.1,11.3,0.1,84442.0,6.8,52.25,5.2,2
931826.0,49.08,50.92,67.9,4.6,14.1,11.3,0.1,84442.0,6.8,52.25,5.2,1
17603.0,49.1,50.9,97.2,0.6,1.1,0.4,0.2,47873.0,15.4,45.74,7.4,2
6570.0,48.98,51.02,96.7,0.4,1.3,0.9,0.0,49632.0,11.5,47.73,6.1,2
34164.0,49.82,50.18,96.0,0.6,1.9,0.2,0.1,54655.0,11.3,50.43,4.4,2
21980.0,53.46,46.54,91.8,5.1,1.7,0.5,0.3,44541.0,17.8,40.07,7.4,2
39302.0,49.11,50.89,96.0,0.6,1.6,0.5,0.2,39454.0,19.9,39.35,8.9,2
35733.0,52.26,47.74,92.0,3.8,2.9,0.2,0.1,48599.0,15.5,42.05,7.7,2
5226.0,47.36,52.64,95.8,0.3,1.1,0.3,0.5,42450.0,16.6,40.82,7.8,2
13311.0,50.2,49.8,96.7,1.3,0.4,0.2,0.2,44502.0,17.9,43.98,6.7,2
50333.0,49.98,50.02,87.1,1.3,9.4,0.7,0.0,71598.0,9.4,48.89,5.8,2
8259.0,48.98,51.02,98.9,0.6,0.3,0.1,0.1,47293.0,13.9,45.42,4.0,2
18264.0,49.73,50.27,96.3,0.7,1.4,0.4,0.0,51460.0,11.2,45.4,6.6,2
4161.0,52.17,47.83,93.1,3.8,1.8,0.1,0.2,39524.0,16.6,31.31,22.2,2
6927.0,49.14,50.86,96.3,0.1,1.5,0.7,0.3,47428.0,11.3,48.09,6.0,2
49649.0,49.57,50.43,90.8,1.8,5.5,0.6,0.1,55755.0,12.5,46.13,5.1,2
28457.0,48.77,51.23,90.3,1.1,6.6,0.4,0.0,48857.0,15.5,46.45,6.5,2
59115.0,49.84,50.16,74.5,14.5,4.3,3.4,0.2,36008.0,27.9,43.3,8.4,2
59115.0,49.84,50.16,74.5,14.5,4.3,3.4,0.2,36008.0,27.9,43.3,8.4,1
9608.0,49.71,50.29,97.2,0.4,1.5,0.0,0.1,56523.0,12.4,47.06,4.4,2
38358.0,51.33,48.67,85.8,8.5,2.4,1.1,0.1,46109.0,18.9,41.49,8.5,2
22215.0,48.86,51.14,96.1,0.5,1.3,0.4,0.1,56320.0,9.4,46.76,6.3,2
22046.0,50.26,49.74,94.9,0.4,2.9,0.5,0.2,55532.0,7.6,49.75,4.3,2
12899.0,56.92,43.08,84.7,11.1,3.3,0.1,0.1,45743.0,13.9,32.29,7.5,2
529402.0,49.75,50.25,57.6,5.4,31.6,3.9,0.1,74862.0,10.4,49.67,6.2,2
529402.0,49.75,50.25,57.6,5.4,31.6,3.9,0.1,74862.0,10.4,49.67,6.2,1
110801.0,49.12,50.88,72.2,15.1,10.1,1.0,0.2,56542.0,15.1,44.96,7.5,2
122933.0,49.46,50.54,71.2,6.4,17.6,3.2,0.1,89860.0,5.6,51.53,5.0,2
122933.0,49.46,50.54,71.2,6.4,17.6,3.2,0.1,89860.0,5.6,51.53,5.0,1
51374.0,50.76,49.24,83.4,8.4,5.5,1.0,0.0,41972.0,18.1,41.52,6.3,2
704476.0,49.94,50.06,62.8,6.6,21.1,7.1,0.1,82613.0,8.5,49.37,6.3,2
704476.0,49.94,50.06,62.8,6.6,21.1,7.1,0.1,82613.0,8.5,49.37,6.3,1
111151.0,50.22,49.78,86.1,2.5,9.3,0.8,0.2,54693.0,13.6,45.71,8.3,2
16457.0,54.89,45.11,84.6,8.6,3.8,0.4,0.3,44504.0,16.4,38.65,5.4,2
34670.0,53.0,47.0,86.7,5.2,5.9,0.7,0.2,58319.0,11.8,44.38,5.9,2
36812.0,51.31,48.69,89.2,4.0,4.4,0.7,0.0,54339.0,13.3,43.69,5.5,2
29488.0,48.9,51.1,86.5,6.7,3.4,0.8,0.1,58271.0,9.2,42.81,5.6,2
31597.0,49.25,50.75,88.2,4.8,2.7,2.2,0.2,42911.0,22.3,43.79,8.6,2
308043.0,49.83,50.17,81.9,1.2,12.5,2.7,0.1,82230.0,7.3,52.65,5.4,2
173231.0,48.68,51.32,79.8,8.0,4.7,5.1,0.1,64573.0,14.5,52.62,3.9,2
173231.0,48.68,51.32,79.8,8.0,4.7,5.1,0.1,64573.0,14.5,52.62,3.9,1
107587.0,47.81,52.19,76.7,13.9,2.2,1.1,0.3,49052.0,16.6,44.72,9.2,2
45960.0,49.37,50.63,96.3,0.8,1.1,0.4,0.1,53890.0,13.3,45.61,8.2,2
266153.0,48.84,51.16,85.5,8.4,3.1,0.9,0.2,56536.0,13.5,47.19,7.4,2
38305.0,49.03,50.97,91.5,3.4,1.9,0.7,0.2,44679.0,17.8,44.27,8.7,2
11925.0,49.79,50.21,94.9,0.4,3.1,0.3,0.1,55173.0,10.3,46.24,6.2,2
13904.0,49.97,50.03,96.7,0.6,1.0,0.2,0.1,44695.0,13.9,44.4,8.0,2
14594.0,48.08,51.92,88.7,6.1,2.7,0.2,0.1,42168.0,18.4,38.12,7.9,2
12416.0,48.97,51.03,95.8,0.5,1.4,0.3,0.1,62368.0,11.4,49.06,4.6,2
15794.0,49.58,50.42,95.8,0.6,2.2,0.3,0.1,55649.0,11.4,46.39,6.5,2
33739.0,49.16,50.84,96.5,0.4,1.5,0.7,0.1,74410.0,5.3,52.33,4.4,2
29173.0,52.1,47.9,90.9,6.0,1.7,0.1,0.2,47807.0,15.6,36.85,5.8,2
34442.0,50.28,49.72,89.0,6.1,2.3,0.7,0.2,49353.0,14.9,45.81,6.1,2
14711.0,48.76,51.24,97.0,0.6,1.2,0.2,0.2,53979.0,12.1,47.54,3.0,2
51619.0,49.79,50.21,87.3,1.1,9.8,0.5,0.1,57655.0,11.1,47.88,6.5,2
186145.0,48.46,51.54,70.4,17.4,4.6,3.9,0.2,53063.0,15.9,45.25,8.3,2
186145.0,48.46,51.54,70.4,17.4,4.6,3.9,0.2,53063.0,15.9,45.25,8.3,1
21467.0,55.12,44.88,86.3,8.7,3.0,0.6,0.3,45864.0,14.7,38.37,6.7,2
16433.0,49.42,50.58,92.7,1.1,1.3,0.4,0.1,67360.0,5.4,52.78,4.5,2
15930.0,49.64,50.36,95.5,1.6,1.3,0.3,0.2,41387.0,14.9,43.63,6.7,2
4360.0,53.26,46.74,90.5,4.9,1.9,1.0,0.2,41139.0,12.7,30.5,9.1,2
5691.0,48.5,51.5,63.6,30.5,2.1,0.3,0.2,34655.0,17.1,34.63,10.4,2
5771.0,51.24,48.76,92.4,0.3,5.3,0.4,0.0,64741.0,8.9,51.69,5.2,2
32829.0,55.55,44.45,85.0,10.6,3.1,0.4,0.1,49717.0,12.3,40.5,4.4,2
15953.0,49.64,50.36,95.6,0.4,1.7,0.7,0.3,46454.0,15.0,45.31,6.3,2
146205.0,49.28,50.72,72.6,9.6,12.6,2.4,0.2,51426.0,14.6,46.83,7.1,2
146205.0,49.28,50.72,72.6,9.6,12.6,2.4,0.2,51426.0,14.6,46.83,7.1,1
264433.0,48.27,51.73,62.1,29.7,3.9,1.4,0.2,51103.0,17.0,44.4,7.8,2
264433.0,48.27,51.73,62.1,29.7,3.9,1.4,0.2,51103.0,17.0,44.4,7.8,1
24430.0,49.23,50.77,91.6,3.4,1.7,0.7,0.1,40722.0,20.6,39.8,11.3,2
198134.0,48.0,52.0,80.8,12.6,2.2,1.9,0.1,58687.0,15.6,48.16,6.9,2
7181.0,54.23,45.77,93.4,5.5,0.3,0.0,0.0,47321.0,21.5,40.65,6.9,2
5109.0,48.99,51.01,97.2,0.1,1.2,0.1,0.5,48542.0,14.9,45.98,8.8,2
21906.0,49.69,50.31,97.4,0.7,1.0,0.4,0.2,49807.0,12.1,47.26,4.4,2
5551.0,49.34,50.66,96.1,0.7,1.4,0.8,0.0,52284.0,14.0,46.53,4.8,2
45839.0,48.39,51.61,83.3,9.5,3.6,0.8,0.1,46427.0,16.1,46.36,8.0,2
134695.0,49.34,50.66,94.2,1.2,2.2,1.0,0.1,60874.0,8.0,47.45,5.1,2
17267.0,50.45,49.55,91.4,0.7,5.0,0.2,0.0,46716.0,16.8,41.96,5.3,2
79207.0,49.65,50.35,78.8,13.9,4.8,0.9,0.3,44930.0,19.8,40.37,8.3,2
11568.0,49.14,50.86,94.9,0.8,2.0,1.2,0.1,49716.0,13.1,45.74,7.6,2
17429.0,48.42,51.58,84.4,2.8,9.2,2.3,0.0,47278.0,13.8,47.32,6.6,2
14260.0,50.36,49.64,96.2,0.5,1.4,0.4,0.3,54520.0,9.7,50.16,4.4,2
16569.0,49.54,50.46,96.4,0.6,1.4,0.4,0.2,46405.0,15.8,44.34,4.8,2
14186.0,49.04,50.96,96.6,0.4,1.4,0.7,0.1,46279.0,13.9,42.34,8.2,2
56823.0,49.26,50.74,84.9,1.6,11.8,0.5,0.1,51969.0,11.1,46.73,6.0,2
687727.0,49.69,50.31,64.7,11.0,16.8,5.2,0.1,80782.0,7.4,49.83,6.0,2
687727.0,49.69,50.31,64.7,11.0,16.8,5.2,0.1,80782.0,7.4,49.83,6.0,1
67477.0,49.86,50.14,90.1,4.0,2.5,1.0,0.2,48600.0,15.2,42.56,6.9,2
287512.0,48.85,51.15,70.2,12.4,12.2,2.5,0.1,51110.0,15.3,45.98,10.0,2
287512.0,48.85,51.15,70.2,12.4,12.2,2.5,0.1,51110.0,15.3,45.98,10.0,1
38942.0,49.75,50.25,95.7,0.6,1.7,0.8,0.1,69507.0,7.4,47.98,4.7,2
0.0,,,,,,,,0.0,,,,2
0.0,,,,,,,,0.0,,,,1
35018.0,49.58,50.42,93.7,0.9,4.4,0.4,0.0,48290.0,18.9,42.7,5.2,2
367747.0,48.79,51.21,74.6,11.3,7.2,3.5,0.2,51091.0,14.7,47.96,6.3,2
81024.0,50.22,49.78,83.2,1.7,6.5,6.3,0.2,57331.0,12.4,49.02,5.0,2
8685.0,50.07,49.93,92.8,0.9,5.1,0.2,0.0,49183.0,14.9,47.51,4.2,2
12214.0,49.51,50.49,96.0,0.2,1.5,0.5,0.2,40622.0,12.8,42.99,6.8,2
63013.0,49.53,50.47,91.6,1.6,2.7,2.6,0.2,75591.0,6.1,51.88,3.3,2
15007.0,49.57,50.43,95.9,0.5,1.6,0.7,0.0,59292.0,10.6,45.01,5.9,2
19994.0,49.91,50.09,94.2,0.5,3.9,0.1,0.2,56188.0,10.2,47.47,5.2,2
38248.0,49.91,50.09,81.0,1.4,14.6,1.5,0.3,45558.0,13.9,44.8,6.4,2
114893.0,48.7,51.3,83.9,6.7,5.3,0.7,0.1,52834.0,9.7,48.82,5.7,2
26375.0,48.92,51.08,96.4,0.4,1.3,0.3,0.1,50924.0,13.9,46.45,4.9,2
32455.0,49.43,50.57,83.0,0.6,15.2,0.3,0.2,51659.0,13.3,46.92,5.2,2
10598.0,50.53,49.47,96.4,0.2,1.5,0.0,0.6,40067.0,17.8,40.02,4.3,2
32777.0,50.65,49.35,92.3,1.6,4.8,0.2,0.0,48355.0,13.0,43.32,5.4,2
49564.0,49.98,50.02,96.3,0.8,1.2,0.4,0.2,62905.0,10.1,49.63,5.8,2
26480.0,49.52,50.48,94.9,0.7,1.9,1.6,0.1,52270.0,11.4,49.08,4.8,2
42524.0,49.76,50.24,95.1,0.2,2.8,0.3,0.1,51374.0,12.5,49.51,4.6,2
115938.0,48.22,51.78,87.1,7.1,2.3,1.3,0.1,41208.0,21.2,45.85,7.9,2
42379.0,50.08,49.92,91.2,0.6,7.1,0.6,0.1,57307.0,10.0,51.74,2.9,2
202924.0,49.46,50.54,75.3,5.4,15.4,1.0,0.1,52449.0,13.8,46.58,5.6,2
23426.0,49.36,50.64,95.8,2.5,1.0,0.1,0.0,41476.0,18.2,41.39,7.5,2
76481.0,48.5,51.5,88.3,5.2,3.1,1.1,0.4,59451.0,10.8,49.86,5.1,2
16620.0,49.77,50.23,95.6,0.4,2.4,0.1,0.2,46669.0,12.6,44.13,6.3,2
22835.0,49.99,50.01,98.4,0.2,1.1,0.3,0.0,55588.0,9.9,48.22,5.3,2
20296.0,49.23,50.77,92.3,1.0,5.0,0.3,0.5,47108.0,13.3,47.18,3.8,2
33596.0,50.13,49.87,94.2,2.0,1.5,0.3,0.1,51149.0,10.7,48.25,3.5,2
67615.0,47.86,52.14,85.3,7.1,4.1,0.9,0.2,42046.0,19.1,43.53,7.6,2
32431.0,49.46,50.54,96.8,0.2,1.3,0.4,0.0,49648.0,12.9,43.93,6.2,2
309687.0,48.89,51.11,84.5,3.6,3.8,5.7,0.1,90582.0,5.0,52.96,3.3,2
72776.0,49.08,50.92,93.0,1.9,2.2,0.8,0.1,70973.0,7.0,51.35,4.0,2
39450.0,50.16,49.84,95.7,0.2,1.7,0.4,0.6,53897.0,12.9,45.04,6.6,2
158170.0,49.9,50.1,85.8,6.0,3.6,2.5,0.2,74245.0,5.1,51.47,4.5,2
48649.0,51.91,48.09,93.8,2.3,1.7,0.5,0.2,46131.0,16.1,41.2,7.0,2
82457.0,48.38,51.62,85.8,7.0,3.2,1.3,0.4,47958.0,16.5,44.6,6.5,2
36520.0,49.06,50.94,95.2,0.8,2.2,0.8,0.3,50063.0,11.6,49.99,3.9,2
43779.0,49.93,50.07,89.3,1.1,6.4,1.9,0.3,49080.0,15.6,45.97,6.2,2
33448.0,49.53,50.47,91.7,0.7,5.9,0.4,0.0,56574.0,9.0,45.79,5.2,2
21107.0,49.08,50.92,95.1,0.3,3.0,0.5,0.1,42878.0,17.9,44.13,6.1,2
32293.0,47.74,52.26,93.0,2.0,2.6,0.8,0.2,50722.0,13.7,44.79,6.9,2
27840.0,50.23,49.77,95.4,1.4,2.3,0.4,0.2,48362.0,13.9,46.8,6.0,2
149359.0,49.1,50.9,90.3,2.3,3.5,2.8,0.2,65272.0,9.4,49.71,4.6,2
37763.0,51.02,48.98,92.9,3.1,1.8,0.8,0.1,44837.0,15.6,48.56,5.4,2
78720.0,49.8,50.2,88.6,0.7,7.9,1.0,0.2,57190.0,11.2,48.61,4.6,2
38720.0,50.77,49.23,94.4,0.1,3.9,0.2,0.1,58336.0,9.1,42.56,2.9,2
488694.0,48.36,51.64,54.5,23.9,18.4,1.3,0.2,52559.0,16.8,44.27,8.5,2
488694.0,48.36,51.64,54.5,23.9,18.4,1.3,0.2,52559.0,16.8,44.27,8.5,1
110839.0,51.62,48.38,79.9,10.9,6.3,0.6,0.3,49921.0,16.6,42.6,8.0,2
45669.0,49.53,50.47,95.9,0.3,1.6,0.4,0.4,49985.0,11.5,45.06,5.2,2
129641.0,49.99,50.01,85.3,7.5,3.8,0.5,0.2,45432.0,17.4,43.06,6.8,2
939964.0,48.14,51.86,56.7,27.2,10.1,2.9,0.2,44869.0,19.8,47.96,8.0,2
939964.0,48.14,51.86,56.7,27.2,10.1,2.9,0.2,44869.0,19.8,47.96,8.0,1
46752.0,49.73,50.27,88.0,0.6,9.7,0.5,0.1,51869.0,11.5,45.67,6.8,2
10219.0,50.36,49.64,97.2,0.5,0.4,0.2,0.7,49372.0,13.3,47.01,4.2,2
36035.0,52.77,47.23,89.3,5.0,3.0,0.6,0.8,46666.0,16.0,42.56,7.8,2
144436.0,49.85,50.15,84.1,3.0,3.3,6.3,0.2,45689.0,24.7,49.74,6.3,2
144436.0,49.85,50.15,84.1,3.0,3.3,6.3,0.2,45689.0,24.7,49.74,6.3,1
38288.0,50.75,49.25,92.2,0.8,4.7,0.8,0.2,53075.0,10.2,49.11,4.4,2
69533.0,49.34,50.66,96.3,0.4,1.5,0.7,0.1,60317.0,11.8,47.93,5.7,2
14056.0,50.09,49.91,91.5,0.1,6.1,0.6,0.1,52193.0,14.0,44.9,7.1,2
47421.0,50.18,49.82,87.6,0.4,10.2,0.6,0.0,52393.0,9.3,47.64,5.7,2
5911.0,50.19,49.81,96.7,1.3,1.0,0.3,0.1,58359.0,5.0,51.45,3.3,2
19623.0,49.37,50.63,95.6,1.3,1.4,0.5,0.1,42803.0,15.0,43.0,4.6,2
20957.0,50.72,49.28,96.4,0.4,1.2,0.5,0.3,48315.0,15.6,45.12,6.3,2
17062.0,47.93,52.07,94.8,1.0,1.5,0.0,0.2,44643.0,13.9,39.47,6.3,2
19229.0,53.75,46.25,94.3,2.7,1.3,0.3,0.2,49689.0,14.5,42.64,3.9,2
12471.0,50.16,49.84,96.8,1.0,0.5,1.0,0.0,50196.0,10.6,47.49,3.8,2
167391.0,49.4,50.6,84.0,3.3,9.6,1.4,0.2,65979.0,11.0,47.52,5.7,2
25599.0,49.91,50.09,96.2,1.5,1.1,0.4,0.0,60992.0,9.5,48.65,3.4,2
12761.0,50.61,49.39,94.6,0.4,2.9,0.6,0.1,47633.0,13.2,44.31,6.9,2
37543.0,52.6,47.4,91.9,3.1,2.5,1.0,0.2,55295.0,11.6,43.37,5.1,2
25203.0,48.72,51.28,93.9,0.7,3.3,0.2,0.0,44985.0,17.0,45.38,5.6,2
28372.0,49.57,50.43,95.6,0.5,1.8,1.0,0.5,53698.0,10.5,48.1,5.7,2
